0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,127,127, 
0,175,127, 
0,175,127, 
0,188,127, 
0,202,127, 
0,215,127, 
0,215,127, 
0,215,127, 
0,215,127, 
0,215,127, 
0,215,127, 
0,219,127, 
0,224,127, 
0,224,127, 
0,224,127, 
0,222,127, 
0,220,127, 
0,218,127, 
0,230,127, 
0,242,127, 
77,254,127, 
154,254,127, 
144,246,127, 
120,220,127, 
120,195,127, 
83,157,127, 
29,119,118, 
22,119,110, 
15,119,101, 
7,121,101, 
0,123,121, 
0,125,121, 
0,125,116, 
0,125,111, 
0,125,116, 
0,125,121, 
0,125,121, 
0,125,121, 
0,125,121, 
0,125,121, 
0,125,121, 
0,125,118, 
0,125,116, 
0,125,113, 
0,125,113, 
0,125,113, 
13,125,113, 
13,125,117, 
23,125,121, 
32,125,136, 
56,125,136, 
80,125,161, 
128,125,187, 
176,125,187, 
176,122,187, 
142,119,157, 
134,121,127, 
126,122,113, 
84,124,100, 
51,125,106, 
17,127,112, 
11,127,119, 
6,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,125, 
0,127,131, 
0,127,137, 
0,127,143, 
0,127,149, 
0,127,168, 
0,127,173, 
46,127,178, 
38,127,183, 
83,127,188, 
83,127,188, 
107,127,188, 
73,131,188, 
82,136,188, 
82,149,188, 
73,162,205, 
65,162,222, 
56,162,227, 
76,162,233, 
126,162,238, 
161,162,230, 
232,162,222, 
220,177,215, 
164,193,207, 
107,201,199, 
31,201,191, 
16,201,191, 
0,158,203, 
0,115,199, 
0,115,195, 
0,115,192, 
0,115,188, 
0,175,168, 
0,190,162, 
0,190,169, 
49,190,177, 
98,162,184, 
98,146,184, 
98,130,184, 
79,130,211, 
120,130,222, 
120,130,233, 
168,130,219, 
168,136,206, 
126,156,88, 
83,159,56, 
28,161,56, 
35,164,56, 
0,147,91, 
0,147,127, 
0,131,173, 
0,131,191, 
0,131,208, 
0,131,226, 
0,131,228, 
0,131,229, 
0,131,231, 
0,131,233, 
0,131,234, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,236, 
0,131,228, 
0,131,221, 
0,131,196, 
0,135,137, 
0,138,110, 
0,142,110, 
5,142,110, 
10,132,110, 
175,139,105, 
175,146,100, 
228,153,76, 
162,153,76, 
4,153,76, 
0,153,76, 
85,153,76, 
108,153,66, 
56,153,47, 
56,157,27, 
83,161,8, 
157,165,4, 
148,169,0, 
139,173,0, 
106,177,0, 
72,177,2, 
72,177,4, 
128,179,6, 
90,180,9, 
0,182,11, 
0,183,13, 
0,185,15, 
0,186,15, 
0,188,15, 
82,188,16, 
164,188,17, 
164,188,18, 
91,188,19, 
0,184,20, 
0,179,21, 
0,175,22, 
121,164,19, 
94,153,17, 
66,153,14, 
66,153,12, 
85,167,12, 
60,181,12, 
30,195,16, 
0,195,21, 
0,216,25, 
174,216,30, 
79,231,30, 
59,246,30, 
127,246,30, 
37,246,25, 
24,240,20, 
24,233,15, 
13,227,15, 
13,227,15, 
0,227,15, 
0,227,28, 
0,227,28, 
0,227,28, 
26,227,24, 
26,227,20, 
13,212,16, 
0,198,12, 
86,174,8, 
35,132,4, 
0,132,0, 
4,132,0, 
2,132,0, 
0,132,0, 
0,132,0, 
0,132,0, 
0,132,0, 
0,132,0, 
0,133,0, 
0,134,0, 
0,135,0, 
0,136,0, 
0,137,0, 
2,138,0, 
43,138,0, 
69,138,0, 
95,138,0, 
137,138,0, 
41,146,0, 
2,154,0, 
2,173,0, 
114,177,7, 
47,181,15, 
4,185,15, 
2,185,15, 
0,176,13, 
0,167,11, 
0,158,8, 
0,149,6, 
0,149,4, 
0,149,2, 
0,149,2, 
30,154,17, 
30,160,33, 
98,160,33, 
76,150,82, 
55,140,82, 
33,140,126, 
11,140,126, 
17,140,118, 
24,140,118, 
30,140,122, 
37,140,127, 
43,143,127, 
29,146,127, 
29,149,127, 
61,163,127, 
34,177,132, 
49,177,137, 
32,190,155, 
32,190,155, 
8,199,162, 
22,209,170, 
35,218,170, 
35,218,158, 
26,218,158, 
17,218,169, 
0,218,180, 
0,218,190, 
0,218,201, 
0,218,212, 
0,218,212, 
0,218,201, 
0,218,156, 
0,218,156, 
0,219,114, 
0,220,117, 
0,221,120, 
0,222,139, 
23,223,139, 
36,224,149, 
21,224,160, 
6,221,185, 
114,219,193, 
254,216,226, 
193,214,226, 
217,214,228, 
241,214,230, 
254,214,232, 
227,214,234, 
140,216,237, 
1,219,239, 
0,221,241, 
0,224,243, 
0,240,245, 
0,240,245, 
0,254,245, 
0,254,245, 
44,254,245, 
184,254,245, 
127,253,245, 
167,253,245, 
130,252,245, 
92,252,245, 
20,251,245, 
88,251,245, 
203,250,245, 
215,250,245, 
226,249,245, 
212,248,245, 
241,248,245, 
224,247,245, 
239,247,245, 
254,246,245, 
180,246,245, 
106,245,245, 
0,245,245, 
0,244,245, 
119,243,245, 
254,243,245, 
223,242,245, 
191,242,245, 
47,241,249, 
38,241,254, 
106,240,254, 
121,240,254, 
136,239,254, 
136,239,254, 
36,239,254, 
25,235,254, 
0,230,254, 
220,226,254, 
145,226,254, 
221,226,254, 
20,232,254, 
0,238,254, 
0,245,254, 
0,251,254, 
0,251,254, 
133,251,254, 
133,251,254, 
133,251,254, 
24,251,254, 
0,251,254, 
0,251,254, 
0,251,254, 
32,251,254, 
44,251,254, 
6,251,254, 
0,251,254, 
186,251,254, 
101,251,254, 
16,251,254, 
116,251,254, 
88,251,254, 
104,251,254, 
90,251,254, 
75,251,254, 
61,251,254, 
109,251,254, 
84,251,254, 
84,251,254, 
84,251,254, 
61,251,254, 
61,251,254, 
61,251,254, 
70,251,254, 
79,251,254, 
88,251,254, 
0,251,254, 
0,251,254, 
0,251,254, 
0,251,254, 
54,251,254, 
26,251,254, 
26,251,254, 
26,251,254, 
70,237,254, 
48,237,254, 
26,207,254, 
55,207,254, 
55,201,244, 
36,196,209, 
70,196,209, 
0,196,164, 
0,196,157, 
0,203,149, 
0,209,142, 
0,216,134, 
0,222,127, 
0,229,127, 
0,235,127, 
0,242,125, 
0,242,123, 
0,242,122, 
0,242,120, 
0,243,118, 
0,244,118, 
0,245,115, 
0,246,111, 
0,247,108, 
0,248,105, 
0,248,101, 
0,242,98, 
0,236,90, 
0,230,83, 
18,224,83, 
254,218,79, 
162,218,76, 
131,218,72, 
70,218,69, 
8,212,65, 
0,207,62, 
0,201,49, 
0,201,49, 
0,201,37, 
0,201,37, 
0,205,37, 
0,209,37, 
0,229,39, 
0,236,42, 
0,243,44, 
0,250,44, 
0,250,42, 
67,244,40, 
202,237,38, 
220,231,36, 
220,224,35, 
184,218,33, 
80,218,31, 
75,218,29, 
70,218,27, 
86,218,27, 
101,218,30, 
202,218,32, 
118,218,35, 
16,218,35, 
0,218,34, 
29,218,34, 
234,218,34, 
254,218,34, 
142,218,34, 
29,211,34, 
14,204,21, 
84,197,21, 
116,197,18, 
78,197,15, 
78,206,24, 
92,215,34, 
85,215,34, 
77,215,34, 
25,215,34, 
0,215,25, 
0,206,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,198,17, 
0,202,17, 
0,206,17, 
52,210,24, 
110,214,31, 
48,218,31, 
162,223,31, 
54,227,31, 
54,232,31, 
66,237,31, 
33,237,31, 
0,237,31, 
90,229,26, 
146,220,21, 
119,212,17, 
127,212,12, 
134,207,12, 
101,201,12, 
101,196,12, 
51,196,12, 
0,194,11, 
0,191,10, 
25,189,8, 
41,186,7, 
41,184,6, 
7,181,5, 
4,179,5, 
0,168,5, 
0,158,5, 
0,147,5, 
0,147,5, 
0,142,5, 
0,137,5, 
0,132,5, 
0,127,5, 
0,127,5, 
46,127,5, 
22,127,5, 
0,127,5, 
0,127,5, 
150,127,5, 
143,127,5, 
48,127,5, 
7,127,5, 
0,127,5, 
0,127,5, 
0,127,26, 
0,127,30, 
109,124,34, 
164,120,38, 
44,117,42, 
37,113,49, 
114,110,56, 
205,110,63, 
205,110,63, 
100,110,58, 
88,110,54, 
76,110,54, 
64,109,54, 
18,108,54, 
18,106,61, 
0,105,67, 
0,104,74, 
43,103,81, 
74,101,90, 
74,100,99, 
74,99,109, 
90,99,118, 
90,102,127, 
90,105,127, 
90,108,127, 
139,111,127, 
86,115,127, 
58,118,127, 
0,121,133, 
0,124,140, 
0,127,168, 
10,127,183, 
19,127,198, 
61,127,212, 
61,127,226, 
60,127,226, 
59,127,226, 
59,127,226, 
59,127,226, 
89,127,216, 
56,146,207, 
66,165,197, 
0,184,188, 
0,193,195, 
0,202,202, 
0,202,210, 
55,211,217, 
109,220,224, 
109,220,224, 
109,220,227, 
116,211,230, 
103,203,233, 
121,194,254, 
184,185,254, 
222,177,254, 
34,168,254, 
0,172,254, 
0,177,254, 
0,197,254, 
0,197,254, 
182,209,254, 
170,209,254, 
224,186,254, 
224,164,254, 
239,164,254, 
254,164,254, 
221,193,254, 
206,193,254, 
118,233,254, 
102,233,254, 
0,222,254, 
0,212,254, 
0,187,254, 
137,180,254, 
254,173,254, 
168,195,254, 
168,217,254, 
148,239,254, 
107,239,254, 
107,215,254, 
77,175,254, 
46,175,254, 
0,149,254, 
0,167,254, 
0,184,254, 
0,202,254, 
0,205,254, 
0,208,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
0,211,254, 
94,211,254, 
94,211,254, 
133,206,254, 
205,200,254, 
44,195,254, 
44,190,242, 
149,190,231, 
211,190,219, 
211,191,207, 
200,193,196, 
67,194,184, 
60,196,173, 
29,197,161, 
0,199,155, 
0,200,148, 
0,202,142, 
0,203,136, 
0,205,133, 
0,206,129, 
0,208,126, 
0,209,126, 
0,211,126, 
76,211,115, 
151,211,105, 
157,211,105, 
162,211,105, 
168,211,94, 
191,211,83, 
179,211,83, 
179,211,78, 
156,211,72, 
167,211,67, 
203,211,61, 
221,211,56, 
40,211,56, 
0,211,56, 
0,211,56, 
0,211,56, 
0,211,56, 
0,218,65, 
0,226,74, 
0,233,95, 
0,241,103, 
0,248,127, 
6,248,127, 
11,248,169, 
11,248,199, 
37,248,209, 
163,238,219, 
232,228,229, 
164,218,239, 
74,218,239, 
4,218,239, 
0,218,239, 
152,218,237, 
92,218,235, 
74,218,233, 
26,232,221, 
0,246,210, 
254,246,179, 
163,250,148, 
170,254,143, 
152,254,137, 
159,254,132, 
166,254,127, 
101,254,103, 
101,254,103, 
87,254,103, 
72,254,96, 
36,254,89, 
0,254,83, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,76, 
0,254,71, 
0,254,66, 
254,248,61, 
254,243,46, 
46,237,46, 
26,232,41, 
0,225,37, 
0,218,40, 
0,218,44, 
1,218,47, 
2,218,51, 
59,218,46, 
142,218,42, 
142,218,37, 
115,219,42, 
56,220,47, 
40,221,47, 
0,222,47, 
96,223,42, 
28,224,37, 
11,224,37, 
241,224,37, 
139,223,37, 
169,222,37, 
151,220,34, 
132,219,32, 
41,218,29, 
0,218,27, 
0,218,27, 
102,218,27, 
90,218,27, 
112,218,27, 
97,218,27, 
55,212,22, 
55,206,16, 
61,200,11, 
66,194,5, 
131,188,0, 
79,188,0, 
62,188,0, 
44,188,0, 
44,188,0, 
26,188,0, 
26,188,0, 
91,188,0, 
78,188,0, 
10,188,0, 
10,188,0, 
61,188,0, 
10,188,0, 
0,188,0, 
5,188,0, 
10,187,0, 
73,186,0, 
113,185,0, 
132,183,0, 
35,182,0, 
0,181,0, 
0,180,0, 
102,179,0, 
153,179,0, 
204,179,0, 
170,179,0, 
170,179,0, 
95,179,0, 
20,179,0, 
10,179,0, 
22,179,0, 
124,179,0, 
192,179,0, 
192,179,0, 
166,179,0, 
141,179,0, 
115,179,0, 
55,179,0, 
31,179,0, 
40,179,0, 
32,179,0, 
16,179,0, 
0,179,0, 
0,179,0, 
0,179,0, 
0,179,0, 
0,179,0, 
0,179,0, 
0,179,0, 
34,179,0, 
67,179,0, 
45,179,0, 
22,179,0, 
22,179,0, 
47,179,0, 
25,179,0, 
2,177,0, 
0,176,0, 
0,174,0, 
0,172,0, 
0,171,0, 
0,169,0, 
0,167,0, 
0,166,0, 
0,164,0, 
0,157,0, 
0,149,0, 
0,142,0, 
0,142,0, 
0,134,0, 
127,127,0, 
