0,127,127,
1,127,127,
2,127,127,
3,127,127,
4,127,127,
5,127,127,
6,127,127,
7,127,127,
8,127,127,
9,127,127,
10,127,127,
11,127,127,
12,127,127,
13,127,127,
14,127,127,
15,127,127,
16,127,127,
17,127,127,
18,127,127,
19,127,127,
20,127,127,
21,127,127,
22,127,127,
23,127,127,
24,127,127,
25,127,127,
26,127,127,
27,127,127,
28,127,127,
29,127,127,
30,127,127,
31,127,127,
32,127,127,
33,127,127,
34,127,127,
35,127,127,
36,127,127,
37,127,127,
38,127,127,
39,127,127,
40,127,127,
41,127,127,
42,127,127,
43,127,127,
44,127,127,
45,127,127,
46,127,127,
47,127,127,
48,127,127,
49,127,127,
50,127,127,
51,127,127,
52,127,127,
53,127,127,
54,127,127,
55,127,127,
56,127,127,
57,127,127,
58,127,127,
59,127,127,
60,127,127,
61,127,127,
62,127,127,
63,127,127,
64,127,127,
65,127,127,
66,127,127,
67,127,127,
68,127,127,
69,127,127,
70,127,127,
71,127,127,
72,127,127,
73,127,127,
74,127,127,
75,127,127,
76,127,127,
77,127,127,
78,127,127,
79,127,127,
80,127,127,
81,127,127,
82,127,127,
83,127,127,
84,127,127,
85,127,127,
86,127,127,
87,127,127,
88,127,127,
89,127,127,
90,127,127,
91,127,127,
92,127,127,
93,127,127,
94,127,127,
95,127,127,
96,127,127,
97,127,127,
98,127,127,
99,127,127,
100,127,127,
101,127,127,
102,127,127,
103,127,127,
104,127,127,
105,127,127,
106,127,127,
107,127,127,
108,127,127,
109,127,127,
110,127,127,
111,127,127,
112,127,127,
113,127,127,
114,127,127,
115,127,127,
116,127,127,
117,127,127,
118,127,127,
119,127,127,
120,127,127,
121,127,127,
122,127,127,
123,127,127,
124,127,127,
125,127,127,
126,127,127,
127,127,127,
128,127,127,
129,127,127,
130,127,127,
131,127,127,
132,127,127,
133,127,127,
134,127,127,
135,127,127,
136,127,127,
137,127,127,
138,127,127,
139,127,127,
140,127,127,
141,127,127,
142,127,127,
143,127,127,
144,127,127,
145,127,127,
146,127,127,
147,127,127,
148,127,127,
149,127,127,
150,127,127,
151,127,127,
152,127,127,
153,127,127,
154,127,127,
155,127,127,
156,127,127,
157,127,127,
158,127,127,
159,127,127,
160,127,127,
161,127,127,
162,127,127,
163,127,127,
164,127,127,
165,127,127,
166,127,127,
167,127,127,
168,127,127,
169,127,127,
170,127,127,
171,127,127,
172,127,127,
173,127,127,
174,127,127,
175,127,127,
176,127,127,
177,127,127,
178,127,127,
179,127,127,
180,127,127,
181,127,127,
182,127,127,
183,127,127,
